,accession,name,class,seq_len,is_mongrel,have_contig,complete,shotgun,chromosome
3445,NC_025761,"Rhodopsona rubiginosa mitochondrion, complete genome",Insecta,15248,False,False,True,False,False
3446,NC_061537,"Balionycteris maculata voucher MZF1954 mitochondrion, complete genome",Mammalia,16687,False,False,True,False,False
3447,NC_034912,"Anastrepha fraterculus voucher UTOL_INDV_2 mitochondrion, complete genome",Insecta,16739,False,False,True,False,False
3448,NC_045929,"Argopistes tsekooni mitochondrion, complete genome",Insecta,16552,False,False,True,False,False
3449,NC_054325,"Aedes alternans isolate W44 mitochondrion, complete genome",Insecta,16128,False,False,True,False,False
3450,NC_044776,"Abscondita terminalis mitochondrion, complete genome",Insecta,16402,False,False,True,False,False
3451,NC_034087,"Oriensubulitermes inanis mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
3452,NC_061654,"Camptopus lateralis mitochondrion, complete genome",Insecta,16306,False,False,True,False,False
3453,NC_037734,"Carcinochelis bannaensis mitochondrion, complete genome",Insecta,15335,False,False,True,False,False
3454,OU015700,"Nomada fabriciana genome assembly, organelle: mitochondrion",Insecta,19399,False,False,False,False,False
3455,NC_015478,"Gomphocerus sibiricus tibetanus mitochondrion, complete genome",Insecta,15571,False,False,True,False,False
3456,NC_046035,"Carpophilus pilosellus mitochondrion, complete genome",Insecta,15686,False,False,True,False,False
3457,NC_038139,"Psylla alni mitochondrion, complete genome",Insecta,14971,False,False,True,False,False
3458,NC_037782,"Toromys albiventris mitochondrion, complete genome",Mammalia,16656,False,False,True,False,False
3459,NC_032072,"Trachelus tabidus mitochondrion, complete genome",Insecta,18539,False,False,True,False,False
3460,NC_045190,"Talbotia nagana mitochondrion, complete genome",Insecta,15155,False,False,True,False,False
3461,NC_057513,"Nemoura meniscata mitochondrion, complete genome",Insecta,15895,False,False,True,False,False
3462,NC_025497,"Callitettix braconoides mitochondrion, complete genome",Insecta,15637,False,False,True,False,False
3463,NC_024529,"Trachypithecus pileatus mitochondrion, complete genome",Mammalia,16526,False,False,True,False,False
3464,NC_046920,"Myonycteris leptodon isolate G0944 mitochondrion, complete genome",Mammalia,16493,False,False,True,False,False
3465,NC_039104,"Rhizomys sumatrensis mitochondrion, complete genome",Mammalia,16672,False,False,True,False,False
3466,NC_026706,"Cynomys ludovicianus mitochondrion, complete genome",Mammalia,16466,False,False,True,False,False
3467,NC_060642,"Psorophora ferox mitochondrion, complete genome",Insecta,15307,False,False,True,False,False
3468,OU342672,"Chrysoteuchia culmella genome assembly, organelle: mitochondrion",Insecta,15359,False,False,False,False,False
3469,NC_061195,"Basiprionota bisignata mitochondrion, complete genome",Insecta,17116,False,False,True,False,False
3470,NC_036365,"Speleketor irwini mitochondrion, complete genome",Insecta,16849,False,False,True,False,False
3471,NC_036955,"Cheumatopsyche analis voucher 20150814065A mitochondrion, complete genome",Insecta,15098,False,False,True,False,False
3472,OV049928,"Eupeodes latifasciatus genome assembly, organelle: mitochondrion",Insecta,18508,False,False,False,False,False
3473,NC_053257,"Talpa aquitania mitochondrion, complete genome",Mammalia,16826,False,False,True,False,False
3474,OU611978,"Sesia apiformis genome assembly, organelle: mitochondrion",Insecta,15405,False,False,False,False,False
3475,NC_032050,"Orthetrum testaceum isolate OT3 mitochondrion, complete genome",Insecta,15162,False,False,True,False,False
3476,NC_042943,"Myotragus balearicus voucher ACAD13062 mitochondrion, complete genome",Mammalia,16637,False,False,True,False,False
3477,OU026159,"Volucella inanis genome assembly, organelle: mitochondrion",Insecta,15977,False,False,False,False,False
3478,NC_014042,"Hylobates agilis mitochondrion, complete genome",Mammalia,16500,False,False,True,False,False
3479,NC_008215,"Semnopithecus entellus mitochondrion, complete genome",Mammalia,16532,False,False,True,False,False
3480,NC_037944,"Lyonetia clerkella mitochondrion, complete genome",Insecta,15259,False,False,True,False,False
3481,NC_008156,"Galemys pyrenaicus mitochondrion, complete genome",Mammalia,16510,False,False,True,False,False
3482,CM004186,"Mus musculus strain NZO/HiLtJ mitochondrion, complete sequence, whole genome shotgun sequence",Mammalia,16302,False,True,True,True,False
3483,NC_030176,"Vollenhovia emeryi voucher VMER20160117 mitochondrion, complete genome",Insecta,16259,False,False,True,False,False
3484,NC_039632,"Palpita hypohomalia mitochondrion, complete genome",Insecta,15271,False,False,True,False,False
3485,CM010596,"Drosophila melanogaster strain B6 mitochondrion, complete sequence, whole genome shotgun sequence",Insecta,18937,False,True,True,True,False
3486,NC_021948,"Eulemur rufus mitochondrion, complete genome",Mammalia,16280,False,False,True,False,False
3487,NC_051459,"Encyrtus eulecaniumiae isolate E7-050A mitochondrion, complete genome",Insecta,15692,False,False,True,False,False
3488,NC_053760,"Phyllocnistis citrella mitochondrion, complete genome",Insecta,15416,False,False,True,False,False
3489,NC_046912,"Epomops franqueti isolate 1427 mitochondrion, complete genome",Mammalia,16686,False,False,True,False,False
3490,NC_052904,"Ochthebius sculptoides voucher IBE<ESP>:AN221 mitochondrion, complete genome",Insecta,16541,False,False,True,False,False
3491,CM017348,"Lynx canadensis isolate LIC74 mitochondrion, complete sequence, whole genome shotgun sequence",Mammalia,17044,False,True,True,True,False
3492,NC_050328,"Rhodnius prolixus mitochondrion, complete genome",Insecta,15790,False,False,True,False,False
3493,NC_016920,"Muntiacus vuquangensis mitochondrion, complete genome",Mammalia,16361,False,False,True,False,False
3494,NC_024417,"Parthenos sylvia isolate N6770 mitochondrion, complete genome",Insecta,15249,False,False,True,False,False
3495,NC_005089,"Mus musculus mitochondrion, complete genome",Mammalia,16299,False,False,True,False,False
3496,NC_042820,"Rhyzopertha dominica mitochondrion, complete genome",Insecta,15859,False,False,True,False,False
3497,NC_037810,"Anopheles goeldii clone PA3_6_4 mitochondrion, complete genome",Insecta,15391,False,False,True,False,False
3498,NC_060537,"Gomphus vulgatissimus isolate DM529 mitochondrion, complete genome",Insecta,15478,False,False,True,False,False
3499,NC_037466,"Macaca mulatta vestita mitochondrion, complete genome",Mammalia,16565,False,False,True,False,False
3500,NC_062660,"Reticulitermes affinis mitochondrion, complete genome",Insecta,15921,False,False,True,False,False
3501,NC_046727,"Trogolegnum pseudambulyx voucher NHMUK010928141 mitochondrion, complete genome",Insecta,15387,False,False,True,False,False
3502,NC_026196,"Ravinia pernix mitochondrion, complete genome",Insecta,15778,False,False,True,False,False
3503,NC_034074,"Hospitalitermes hospitalis mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
3504,NC_018599,"Macrotermes barneyi mitochondrion, complete genome",Insecta,15940,False,False,True,False,False
3505,NC_052888,"Ochthebius quadricollis voucher IBE<ESP>:AN140 mitochondrion, complete genome",Insecta,16510,False,False,True,False,False
3506,NC_009510,"Ammotragus lervia mitochondrion, complete genome",Mammalia,16530,False,False,True,False,False
3507,NC_023953,"Lamproptera curius mitochondrion, complete genome",Insecta,15277,False,False,True,False,False
3508,NC_025670,"Leopoldamys edwardsi mitochondrion, complete genome",Mammalia,16284,False,False,True,False,False
3509,NC_010536,"Sminthurus viridis mitochondrion, complete genome",Collembola,14817,False,False,True,False,False
3510,NC_019631,"Chrysomya albiceps mitochondrion, complete genome",Insecta,15491,False,False,True,False,False
3511,NC_002808,"Echinosorex gymnura mitochondrion, complete genome",Mammalia,17088,False,False,True,False,False
3512,NC_039923,"Cervus elaphus kansuensis isolate DG1 mitochondrion, complete genome",Mammalia,16430,False,False,True,False,False
3513,NC_060327,"Sarcophaga gracilior mitochondrion, complete sequence",Insecta,15534,False,False,True,False,False
3514,NC_011117,"Ursus thibetanus ussuricus mitochondrion, complete genome",Mammalia,16824,False,False,True,False,False
3515,NC_045930,"Tagasta indica mitochondrion, complete genome",Insecta,15531,False,False,True,False,False
3516,NC_034147,"Bulbitermes singaporiensis mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
3517,NC_046902,"Cynopterus sphinx isolate CKM35 mitochondrion, complete genome",Mammalia,16897,False,False,True,False,False
3518,NC_020747,"Sylvicapra grimmia isolate SUN mitochondrion, complete genome",Mammalia,16437,False,False,True,False,False
3519,NC_032049,"Orthetrum sabina isolate OS1 mitochondrion, complete genome",Insecta,15176,False,False,True,False,False
3520,NC_048984,"Hierodula membranacea mitochondrion, complete genome",Insecta,16122,False,False,True,False,False
3521,OU452300,"Pammene fasciana genome assembly, organelle: mitochondrion",Insecta,16392,False,False,False,False,False
3522,NC_060819,"Gerosis phisara mitochondrion, complete genome",Insecta,15429,False,False,True,False,False
3523,NC_060694,"Halobates hayanus mitochondrion, complete genome",Insecta,15296,False,False,True,False,False
3524,NC_015999,"Ibidoecus bisignatus mitochondrion, complete genome",Insecta,14908,False,False,True,False,False
3525,NC_062117,"Acronicta rumicis mitochondrion, complete genome",Insecta,15388,False,False,True,False,False
3526,NC_036419,"Rhinolophus yunnanensis mitochondrion, complete genome",Mammalia,16864,False,False,True,False,False
3527,NC_050284,"Torleya nepalica mitochondrion, complete genome",Insecta,15599,False,False,True,False,False
3528,NC_012683,"Rhinoceros sondaicus mitochondrion, complete genome",Mammalia,16417,False,False,True,False,False
3529,NC_060566,"Drosophila curta mitochondrion, complete genome",Insecta,16019,False,False,True,False,False
3530,NC_058223,"Cryptotympana atrata mitochondrion, complete genome",Insecta,15338,False,False,True,False,False
3531,NC_042951,"Hydrotaea spinigera mitochondrion, complete genome",Insecta,15576,False,False,True,False,False
3532,NC_034035,"Odontotermes mathuri mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
3533,NC_039420,"Proechimys roberti isolate APS06 voucher UFMT-3459 mitochondrion, complete genome",Mammalia,16812,False,False,True,False,False
3534,NC_028306,"Caracal caracal isolate CCA mitochondrion, complete genome",Mammalia,16859,False,False,True,False,False
3535,NC_009331,"Ursus thibetanus formosanus mitochondrion, complete genome",Mammalia,17044,False,False,True,False,False
3536,NC_053963,"Mungos mungo mitochondrion, complete genome",Mammalia,16663,False,False,True,False,False
3537,NC_050742,"Natula pravdini mitochondrion, complete genome",Insecta,15817,False,False,True,False,False
3538,OU426945,"Apamea monoglypha genome assembly, organelle: mitochondrion",Insecta,16488,False,False,False,False,False
3539,NC_039859,"Sumalia zulema voucher 17LW02029 mitochondrion, complete genome",Insecta,15297,False,False,True,False,False
3540,NC_037725,"Theretra japonica mitochondrion, complete genome",Insecta,15399,False,False,True,False,False
3541,NC_062108,"Chorodna fulgurita mitochondrion, complete genome",Insecta,15719,False,False,True,False,False
3542,NC_060643,"Folsomia candida strain DK voucher FCDK mitochondrion, complete genome",Collembola,15177,False,False,True,False,False
3543,NC_004028,"Lepus europaeus mitochondrion, complete genome",Mammalia,17734,False,False,True,False,False
3544,NC_060624,"Allodia protenta voucher NHMO 442483 mitochondrion, complete genome",Insecta,15195,False,False,True,False,False
3545,NC_027108,"Teinopalpus imperialis voucher BSCWLS001 mitochondrion, complete genome",Insecta,15229,False,False,True,False,False
3546,NC_020629,"Capricornis sumatraensis mitochondrion, complete genome",Mammalia,16441,False,False,True,False,False
3547,NC_011326,"Priasilpha obscura mitochondrion, complete genome",Insecta,16603,False,False,True,False,False
3548,NC_037804,"Anopheles albertoi clone MG7_3_4 mitochondrion, complete genome",Insecta,15385,False,False,True,False,False
3549,NC_031364,"Panaorus albomaculatus mitochondrion, complete genome",Insecta,16345,False,False,True,False,False
3550,NC_012051,"Stenella attenuata mitochondrion, complete genome",Mammalia,16386,False,False,True,False,False
3551,NC_061628,"Actenodia billbergi voucher MNCN_Ent 296023 mitochondrion, complete genome",Insecta,15660,False,False,True,False,False
3552,NC_061037,"Camponotus japonicus mitochondrion, complete genome",Insecta,16422,False,False,True,False,False
3553,NC_053751,"Phocoena sinus isolate 4394 mitochondrion, complete genome",Mammalia,16319,False,False,True,False,False
3554,NC_008092,"Canis lupus mitochondrion, complete genome",Mammalia,16729,False,False,True,False,False
3555,NC_012689,"Orussus occidentalis mitochondrion, complete genome",Insecta,15947,False,False,True,False,False
3556,NC_030031,"Heterotermes tenuior isolate TBRU7.17B mitochondrion, complete genome",Insecta,14916,False,False,True,False,False
3557,OW029943,"Agriopis marginaria genome assembly, organelle: mitochondrion",Insecta,16942,False,False,False,False,False
3558,NC_014677,"Solenopsis richteri mitochondrion, complete genome",Insecta,15560,False,False,True,False,False
3559,NC_028592,"Cercocebus atys mitochondrion, complete genome",Mammalia,16543,False,False,True,False,False
3560,NC_034027,"Odontotermes obesus mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
3561,NC_060721,"Potamometra berezowskii mitochondrion, complete genome",Insecta,15334,False,False,True,False,False
3562,NC_028569,"Dasypus septemcinctus voucher ISEM_T-3002 mitochondrion, complete genome",Mammalia,16683,False,False,True,False,False
3563,NC_011822,"Lama guanicoe mitochondrion, complete genome",Mammalia,16649,False,False,True,False,False
3564,NC_039882,"Auzakia danava voucher N1-7782 mitochondrion, complete genome",Insecta,15367,False,False,True,False,False
3565,NC_032386,"Schlechtendalia chinensis voucher A1978 mitochondrion, complete genome",Insecta,16047,False,False,True,False,False
3566,NC_042754,"Parocnus serus voucher UF 75452 mitochondrion, complete genome",Mammalia,15449,False,False,True,False,False
3567,OW028764,"Aporophyla lueneburgensis genome assembly, organelle: mitochondrion",Insecta,15533,False,False,False,False,False
3568,CM028120,"Anopheles longipalpis isolate 14254 mitochondrion, whole genome shotgun sequence",Insecta,15353,False,True,False,True,False
3569,NC_031507,"Euthrix laeta mitochondrion, complete genome",Insecta,15368,False,False,True,False,False
3570,NC_012429,"Orius niger mitochondrion, complete genome",Insecta,14494,False,False,True,False,False
3571,NC_020669,"Hyaena hyaena isolate Cerza mitochondrion, complete genome",Mammalia,17112,False,False,True,False,False
3572,NC_034106,"Odontotermes javanicus mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
3573,NC_028076,"Kamimuria chungnanshana mitochondrion, complete genome",Insecta,15943,False,False,True,False,False
3574,NC_029327,"Oedaleus infernalis mitochondrion, complete genome",Insecta,15898,False,False,True,False,False
3575,NC_030266,"Tenodera sinensis mitochondrion, complete genome",Insecta,15531,False,False,True,False,False
3576,NC_046564,"Sphingonotus yenchihensis mitochondrion, complete genome",Insecta,16261,False,False,True,False,False
3577,NC_045246,"Epicauta impressicornis mitochondrion, complete genome",Insecta,15713,False,False,True,False,False
3578,NC_050016,"Sciurus yucatanensis voucher USNM512075 mitochondrion, complete genome",Mammalia,16519,False,False,True,False,False
3579,NC_023457,"Capricornis milneedwardsii mitochondrion, complete genome",Mammalia,16444,False,False,True,False,False
3580,NC_034111,"Rubeotermes jheringi mitochondrion, complete genome",Insecta,14898,False,False,True,False,False
3581,NC_031831,"Stathmopoda auriferella mitochondrion, complete genome",Insecta,15456,False,False,True,False,False
3582,NC_005268,"Balaena mysticetus mitochondrion, complete genome",Mammalia,16390,False,False,True,False,False
3583,NC_053730,"Sarcophila latifrons voucher CSU19111977 mitochondrion, complete genome",Insecta,14936,False,False,True,False,False
3584,NC_046917,"Megaloglossus woermanni isolate 1538 mitochondrion, complete genome",Mammalia,16632,False,False,True,False,False
3585,NC_036434,"Manis culionensis isolate 29745 mitochondrion, complete genome",Mammalia,16577,False,False,True,False,False
3586,NC_029164,"Gynaephora qumalaiensis mitochondrion, complete genome",Insecta,15753,False,False,True,False,False
3587,NC_058977,"Urolabida histrionica voucher HEM153 mitochondrion, complete genome",Insecta,15194,False,False,True,False,False
3588,NC_050875,"Triceratopyga calliphoroides mitochondrion, complete genome",Insecta,16529,False,False,True,False,False
3589,NC_036347,"Dendrolimus kikuchii voucher SM20170327 mitochondrion, complete genome",Insecta,15422,False,False,True,False,False
3590,NC_034103,"Sphaerotermes sphaerothorax mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
3591,NC_032683,"Monema flavescens mitochondrion, complete genome",Insecta,15396,False,False,True,False,False
3592,OU342705,"Mythimna ferrago genome assembly, organelle: mitochondrion",Insecta,15332,False,False,False,False,False
3593,NC_059934,"Haematopota vexativa isolate Henan mitochondrion, complete genome",Insecta,16017,False,False,True,False,False
3594,NC_053962,"Tapirus terrestris mitochondrion, complete genome",Mammalia,16772,False,False,True,False,False
3595,NC_024052,"Tarsius dentatus voucher SM10 mitochondrion, complete genome",Mammalia,16965,False,False,True,False,False
3596,NC_061387,"Polistes hebraeus mitochondrion, complete genome",Insecta,19262,False,False,True,False,False
3597,NC_036410,"Mahasena oolona mitochondrion, complete genome",Insecta,16119,False,False,True,False,False
3598,NC_031506,"Phlaeoba infumata mitochondrion, complete genome",Insecta,15642,False,False,True,False,False
3599,NC_053666,"Sarcophaga josephi voucher CSU19111931 mitochondrion, complete genome",Insecta,14943,False,False,True,False,False
3600,NC_060623,"Allodia pyxidiiformis voucher NHMO 442468 mitochondrion, complete genome",Insecta,14946,False,False,True,False,False
3601,NC_037737,"Tapeinus singularis mitochondrion, complete genome",Insecta,15312,False,False,True,False,False
3602,NC_016067,"Phalera flavescens mitochondrion, complete genome",Insecta,15659,False,False,True,False,False
3603,NC_027249,"Crocidura beatus voucher KU165969 mitochondrion, complete genome",Mammalia,15456,False,False,True,False,False
3604,NC_053658,"Fer nigripennis mitochondrion, complete genome",Insecta,15669,False,False,True,False,False
3605,NC_053800,"Lemniscomys barbarus voucher CBGP_MAR08-LG059 mitochondrion, complete genome",Mammalia,16274,False,False,True,False,False
3606,NC_028607,"Phacomorphus fratyi mitochondrion, complete genome",Insecta,15511,False,False,True,False,False
3607,OV816032,"Agrypnus murinus genome assembly, organelle: mitochondrion",Insecta,18227,False,False,False,False,False
3608,NC_050012,"Sciurus carolinensis voucher USNM570626 mitochondrion, complete genome",Mammalia,16516,False,False,True,False,False
3609,NC_058975,"Sastragala esakii voucher HEM076 mitochondrion, complete genome",Insecta,15618,False,False,True,False,False
3610,NC_022689,"Agrotis segetum mitochondrion, complete genome",Insecta,15378,False,False,True,False,False
3611,NC_057517,"Didelphis imperfecta mitochondrion, complete genome",Mammalia,17161,False,False,True,False,False
3612,CM028646,"Drosophila simulans strain w501 mitochondrion, complete sequence, whole genome shotgun sequence",Insecta,18935,False,True,True,True,False
3613,NC_030586,"Yunnanacris yunnaneus mitochondrion, complete genome",Insecta,15475,False,False,True,False,False
3614,NC_004030,"Eumetopias jubatus mitochondrion, complete genome",Mammalia,16638,False,False,True,False,False
3615,NC_050992,"Tupaia tana isolate BOR010 mitochondrion, complete genome",Mammalia,16186,False,False,True,False,False
3616,NC_062710,"Penicillifera tamsi mitochondrion, complete genome",Insecta,15409,False,False,True,False,False
3617,NC_004027,"Manis tetradactyla mitochondrion, complete genome",Mammalia,16571,False,False,True,False,False
3618,NC_041089,"Hydrotaea chalcogaster mitochondrion, complete genome",Insecta,15279,False,False,True,False,False
3619,NC_008422,"Mirounga leonina mitochondrion, complete genome",Mammalia,16970,False,False,True,False,False
3620,NC_007938,"Balaenoptera edeni mitochondrion, complete genome",Mammalia,16409,False,False,True,False,False
3621,NC_035813,"Sundasciurus lowii isolate 4 mitochondrion, complete genome",Mammalia,16308,False,False,True,False,False
3622,NC_041242,"Precis andremiaja mitochondrion, complete genome",Insecta,15239,False,False,True,False,False
3623,NC_030043,"Cimex lectularius strain Har-73 mitochondrion, complete genome",Insecta,15217,False,False,True,False,False
3624,NC_009500,"Reticulitermes virginicus mitochondrion, complete genome",Insecta,16513,False,False,True,False,False
3625,NC_054313,"Coquillettidia linealis isolate MI403 mitochondrion, complete genome",Insecta,16441,False,False,True,False,False
3626,NC_007596,"Mammuthus primigenius mitochondrion, complete genome",Mammalia,16770,False,False,True,False,False
3627,NC_018053,"Panthera leo persica mitochondrion, complete genome",Mammalia,16818,False,False,True,False,False
3628,NC_039868,"Limenitis archippus voucher 16LW03010 mitochondrion, complete genome",Insecta,15220,False,False,True,False,False
3629,NC_029812,"Gasterophilus pecorum mitochondrion, complete genome",Insecta,15750,False,False,True,False,False
3630,OV656753,"Macaria notata genome assembly, organelle: mitochondrion",Insecta,15407,False,False,False,False,False
3631,NC_046540,"Ergatettix dorsifera mitochondrion, complete genome",Insecta,15326,False,False,True,False,False
3632,NC_061972,"Stenochironomus okialbus mitochondrion, complete genome",Insecta,17893,False,False,True,False,False
3633,NC_045238,"Abrus expansivus mitochondrion, complete genome",Insecta,15904,False,False,True,False,False
3634,NC_036062,"Nomadacris japonica mitochondrion, complete genome",Insecta,15638,False,False,True,False,False
3635,NC_017007,"Philanthus triangulum mitochondrion, complete genome",Insecta,16029,False,False,True,False,False
3636,NC_045123,"Dorcus ursulus mitochondrion, complete genome",Insecta,18220,False,False,True,False,False
3637,NC_051460,"Encyrtus rhodococcusiae isolate E7-047A mitochondrion, complete genome",Insecta,15694,False,False,True,False,False
3638,NC_050993,"Tupaia minor isolate BOR423 mitochondrion, complete genome",Mammalia,16187,False,False,True,False,False
3639,NC_052715,"Anapodisma miramae mitochondrion, complete genome",Insecta,15189,False,False,True,False,False
3640,NC_046886,"Oncopodura yosiiana mitochondrion, complete genome",Collembola,14808,False,False,True,False,False
3641,NC_050031,"Microsciurus sabanillae voucher USNM581937 mitochondrion, complete genome",Mammalia,16524,False,False,True,False,False
3642,NC_060415,"Micromus paganus mitochondrion, complete sequence",Insecta,16607,False,False,True,False,False
3643,NC_035756,"Reduvius tenebrosus mitochondrion, complete genome",Insecta,17090,False,False,True,False,False
3644,NC_051485,"Habropoda radoszkowskii mitochondrion, complete genome",Insecta,18497,False,False,True,False,False
3645,LR991018,"Mamestra brassicae genome assembly, organelle: mitochondrion",Insecta,15383,False,False,False,False,False
3646,NC_024826,"Myrmeleon immanis mitochondrion, complete genome",Insecta,15799,False,False,True,False,False
3647,NC_053966,"Crossarchus platycephalus mitochondrion, complete genome",Mammalia,16846,False,False,True,False,False
3648,NC_030022,"Heterotermes cf. paradoxus AUS88 mitochondrion, complete genome",Insecta,14929,False,False,True,False,False
3649,NC_035684,"Durgades nigropicta mitochondrion, complete genome",Insecta,15974,False,False,True,False,False
3650,OW052240,"Operophtera brumata genome assembly, organelle: mitochondrion",Insecta,15753,False,False,False,False,False
3651,NC_051562,"Arma custos voucher HEM047 mitochondrion, complete genome",Insecta,15629,False,False,True,False,False
3652,NC_035614,"Peromyscus crinitus mitochondrion, complete genome",Mammalia,16672,False,False,True,False,False
3653,NC_028314,"Leopardus colocolo isolate LCO mitochondrion, complete genome",Mammalia,16650,False,False,True,False,False
3654,NC_020682,"Blastocerus dichotomus isolate MRGBd8 mitochondrion, complete genome",Mammalia,16359,False,False,True,False,False
3655,NC_024053,"Tarsius wallacei voucher SM27 mitochondrion, complete genome",Mammalia,16957,False,False,True,False,False
3656,NC_062617,"Canis rufus mitochondrion, complete genome",Mammalia,16474,False,False,True,False,False
3657,NC_006292,"Tetraleurodes acaciae mitochondrion, complete genome",Insecta,15080,False,False,True,False,False
3658,NC_062113,"Melanchra persicariae mitochondrion, complete genome",Insecta,15355,False,False,True,False,False
3659,NC_053274,"Prioneris clemanthe voucher HJ20170812 mitochondrion, complete genome",Insecta,15131,False,False,True,False,False
3660,NC_061261,"Hypolimnas misippus mitochondrion, complete genome",Insecta,15283,False,False,True,False,False
3661,NC_036018,"Mastomys coucha mitochondrion, complete genome",Mammalia,16216,False,False,True,False,False
3662,NC_060612,"Stenella frontalis isolate SRR16086847 mitochondrion, complete genome",Mammalia,16386,False,False,True,False,False
3663,CM029269,"Phacochoerus africanus isolate WHEZ1 mitochondrion, complete sequence, whole genome shotgun sequence",Mammalia,16743,False,True,True,True,False
3664,NC_050322,"Protonemura meyeri isolate DM1305 mitochondrion, complete genome",Insecta,15695,False,False,True,False,False
3665,NC_034922,"Cestrotus liui mitochondrion, complete genome",Insecta,16171,False,False,True,False,False
3666,NC_021103,"Gomphocerus sibiricus mitochondrion, complete genome",Insecta,15590,False,False,True,False,False
3667,NC_012763,"Loris tardigradus mitochondrion, complete genome",Mammalia,16776,False,False,True,False,False
3668,NC_053810,"Hybomys trivirgatus voucher MNHN-R25804 mitochondrion, complete genome",Mammalia,16257,False,False,True,False,False
3669,NC_041176,"Encyrtus infelix voucher E3-326 mitochondrion, complete genome",Insecta,15698,False,False,True,False,False
3670,NC_025299,"Pseudacysta perseae mitochondrion, complete genome",Insecta,15850,False,False,True,False,False
3671,NC_042723,"Macropsis notata voucher GZU-HO-000006 mitochondrion, complete genome",Insecta,16323,False,False,True,False,False
3672,NC_020678,"Antidorcas marsupialis mitochondrion, complete genome",Mammalia,16444,False,False,True,False,False
3673,NC_029939,"Hypsugo alaschanicus mitochondrion, complete genome",Mammalia,17300,False,False,True,False,False
3674,CM025523,"Marmota monax isolate WC2-LM ecotype Northwest Wildlife mitochondrion, complete sequence, whole genome shotgun sequence",Mammalia,16440,False,True,True,True,False
3675,HG992175,"Laothoe populi genome assembly, organelle: mitochondrion",Insecta,15277,False,False,False,False,False
3676,NC_044705,"Hypsauchenia hardwickii mitochondrion, complete genome",Insecta,15618,False,False,True,False,False
3677,NC_037820,"Anopheles lutzii clone SP02_10_5 mitochondrion, complete genome",Insecta,15341,False,False,True,False,False
3678,NC_035814,"Aonyx cinerea isolate 16 mitochondrion, complete genome",Mammalia,16154,False,False,True,False,False
3679,NC_053797,"Grammomys dolichurus voucher TM39838 mitochondrion, complete genome",Mammalia,16333,False,False,True,False,False
3680,NC_010964,"Rhagophthalmus ohbai mitochondrion, complete genome",Insecta,15704,False,False,True,False,False
3681,NC_058976,"Urochela caudata voucher HEM081 mitochondrion, complete genome",Insecta,15357,False,False,True,False,False
3682,NC_021370,"Melanitis leda mitochondrion, complete genome",Insecta,15122,False,False,True,False,False
3683,NC_060353,"Lichtwardtia dentalis mitochondrion, complete sequence",Insecta,15124,False,False,True,False,False
3684,NC_057505,"Drosophila busckii mitochondrion, complete genome",Insecta,15214,False,False,True,False,False
3685,NC_002612,"Pteropus dasymallus mitochondrion, complete genome",Mammalia,16705,False,False,True,False,False
3686,NC_046478,"Ctenolepisma villosa mitochondrion, complete genome",Insecta,15488,False,False,True,False,False
3687,NC_026666,"Acerentomon microrhinus mitochondrion, complete genome",Protura,15213,False,False,True,False,False
3688,NC_023087,"Lycaena phlaeas mitochondrion, complete genome",Insecta,15280,False,False,True,False,False
3689,NC_034757,"Phaneroptera nigroantennata mitochondrion, complete genome",Insecta,16832,False,False,True,False,False
3690,NC_041116,"Choroedocus capensis mitochondrion, complete genome",Insecta,16293,False,False,True,False,False
3691,NC_018133,"Actias selene mitochondrion, complete genome",Insecta,15236,False,False,True,False,False
3692,NC_024511,"Drosophila melanogaster mitochondrion, complete genome",Insecta,19524,False,False,True,False,False
3693,NC_019580,"Trachypithecus germaini mitochondrion, complete genome",Mammalia,16552,False,False,True,False,False
3694,HQ415764,Atta cephalotes mitochondrial sequence,Insecta,18815,False,False,False,False,False
3695,NC_037698,"Callipogon relictus voucher NHC-A-2016-120 mitochondrion, complete genome",Insecta,15742,False,False,True,False,False
3696,NC_057965,"Olidiana ritcheri mitochondrion, complete genome",Insecta,15372,False,False,True,False,False
3697,NC_040114,"Cosmoscarta bispecularis mitochondrion, complete genome",Insecta,15024,False,False,True,False,False
3698,NC_034283,"Hierodula patellifera mitochondrion, complete genome",Insecta,16999,False,False,True,False,False
3699,NC_056116,"Diplonevra peregrina mitochondrion, complete genome",Insecta,15585,False,False,True,False,False
3700,NC_053653,"Pentatoma semiannulata mitochondrion, complete genome",Insecta,15515,False,False,True,False,False
3701,NC_053978,"Herpestes naso mitochondrion, complete genome",Mammalia,16650,False,False,True,False,False
3702,NC_007179,"Cervus nippon yakushimae mitochondrion, complete genome",Mammalia,16440,False,False,True,False,False
3703,OV928065,"Opisthograptis luteolata genome assembly, organelle: mitochondrion",Insecta,16693,False,False,False,False,False
3704,NC_034047,"Leucopitermes leucops mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
3705,NC_053968,"Genetta genetta mitochondrion, complete genome",Mammalia,16871,False,False,True,False,False
